LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
30000,2,1,1,60,-1,-1,0,3,3,-1,6166,27064,14193,11916,9658,13016,2826,9562,2068,1418,5524,7042,0
100000,1,2,2,59,2,0,1,0,-1,2,21057,49016,40952,42451,18049,29585,5042,14910,20108,20880,7897,16627,1
30000,1,1,2,24,-1,0,1,2,0,3,19153,17604,9846,12526,15467,10767,3192,2191,1389,7962,4750,3836,0
100000,2,2,2,70,0,4,2,-1,0,1,29336,43703,46403,64288,55969,33922,15058,39124,0,44311,33212,10131,0
10000,1,2,3,29,0,-1,-1,6,2,1,4074,4889,2261,1186,4878,2613,1925,1311,1041,151,809,2105,1
80000,2,3,1,71,1,2,0,0,-1,2,12477,11983,40711,28661,39508,54713,4727,5583,11494,9520,12016,21066,0
50000,2,1,1,28,0,2,0,2,1,-1,24418,35480,21545,28539,20663,27599,13609,13263,14427,12380,9061,5786,0
30000,2,2,1,63,-1,3,0,1,0,2,1483,6056,25434,10458,15290,6238,276,2085,8398,6714,4656,460,0
80000,2,2,1,23,0,0,3,0,0,2,43273,47190,50664,13648,38285,28711,6096,19969,25744,6464,12122,12531,0
100000,1,2,1,53,-1,-1,1,-1,0,-1,21519,34052,54497,1186,40262,13950,6232,12446,23897,867,25287,970,0
500000,2,1,1,71,-1,3,2,6,-1,0,399316,235974,368943,162924,127372,175866,259333,167692,126658,92432,65694,60998,0
200000,2,1,3,61,2,0,-1,0,0,2,87942,82985,152417,87794,78630,32125,31307,66408,26445,14022,23320,20499,0
150000,2,2,2,58,0,0,2,-1,-1,-1,74112,93352,55902,113176,42766,49787,41639,44698,37382,23236,12474,16154,0
80000,1,1,1,24,2,-1,5,0,2,-1,12793,42949,22561,20899,34853,52215,0,17254,8193,1924,1088,21398,1
50000,2,2,1,44,0,2,-1,0,-1,3,31574,9285,27646,25374,35106,26181,16672,2338,7843,6876,10902,9530,1
10000,2,1,2,74,-1,2,-1,0,-1,0,5348,3643,831,4728,2820,0,1710,2420,157,366,1039,0,0
50000,2,2,1,22,0,-1,2,1,1,0,19659,13579,29399,8039,31611,15386,2773,2343,13607,1698,7000,4164,0
200000,2,1,2,74,0,2,1,-1,0,0,15997,87725,105078,80775,36975,53669,9256,42741,54560,33156,19921,0,0
50000,1,2,2,59,0,-1,0,0,-1,0,20718,25749,40005,18441,16494,48473,3424,8901,11545,5646,15051,19572,0
50000,2,2,1,21,3,2,6,1,2,1,19537,0,670,3667,19676,12135,6804,0,223,339,2800,7020,1
30000,2,1,2,63,1,-1,0,0,0,-1,10648,14265,13594,15682,14443,12824,1063,5583,1945,3829,0,2960,0
30000,2,3,1,40,0,0,0,0,0,-1,7002,6870,4116,1961,5955,16165,1559,4968,2665,877,1847,6808,0
10000,1,1,2,45,2,-1,3,5,0,0,4527,1684,4699,1813,178,3316,1517,526,870,637,93,956,0
100000,1,2,3,50,-1,1,0,2,-1,3,22726,58250,16394,72767,28875,49575,3660,0,2641,31553,25296,16602,0
50000,1,1,2,63,0,1,-1,-1,-1,3,22114,21504,18282,27932,24862,19566,10219,11917,1845,18189,3367,2315,0
100000,1,2,3,61,-1,2,-1,-1,1,-1,41131,13130,0,30956,65445,12420,0,8475,0,15105,17192,8508,0
80000,2,2,3,57,1,0,0,-1,2,0,55160,11880,60989,79961,11161,25621,18169,3385,22464,40284,4036,4940,1
150000,2,2,1,30,0,0,0,-1,0,0,74477,110377,55419,96992,17896,68783,39595,25294,18615,54034,6396,23614,0
150000,1,3,3,31,2,6,-1,-1,0,0,71261,76619,52576,56900,21369,22621,1687,30543,16798,24444,7337,11954,1
150000,2,3,1,33,-1,0,0,0,2,-1,4402,81789,95901,78508,68182,23253,1964,30742,23507,51015,19962,0,0
80000,1,1,1,33,4,3,1,0,-1,2,43173,51395,47684,19689,27799,26064,13528,3675,3112,2757,13163,0,1
50000,1,1,2,57,0,0,5,6,2,1,26859,8327,31276,28453,25954,12774,10169,196,0,5658,5338,5349,0
300000,2,3,2,55,0,0,3,3,-1,0,130356,122809,166874,59895,136140,12041,39854,43529,133204,36790,78531,3717,0
10000,2,1,2,36,8,-1,0,0,2,-1,6851,7819,7871,3197,1430,2419,1237,2192,3462,943,1144,785,0
20000,2,3,1,55,-1,0,1,0,4,1,9584,3389,3168,8556,14371,6424,5622,1375,1337,5643,2673,1946,1
50000,2,1,2,69,-1,6,-1,-1,0,0,9526,28347,15620,0,11297,43026,7470,11477,2790,0,4621,33690,1
100000,1,3,2,74,3,0,0,-1,0,-1,32621,35640,41276,30664,47351,31944,12924,12135,13708,8302,14239,11714,1
10000,1,1,2,71,1,-1,0,1,1,-1,7277,5321,4181,4737,5464,5043,2205,2172,2486,334,1974,2116,0
150000,2,1,3,67,1,3,0,0,0,2,93132,37085,62177,67133,84299,17965,41197,4314,16611,16105,7505,4980,0
80000,1,2,2,34,3,0,0,0,0,0,54816,31120,29574,49090,18600,35388,20816,10409,10710,23315,7509,12176,0
80000,2,2,1,21,5,-1,0,0,0,-1,36389,45060,22462,25916,29421,21844,9325,9145,9856,12863,13534,13435,0
50000,1,2,1,24,0,1,3,2,0,0,14084,29943,35319,2789,27244,17896,1140,38,17659,1910,4946,0,1
80000,2,2,2,58,-1,2,3,9,0,-1,35470,62143,28003,22146,34064,51096,15985,13644,18810,6623,13954,28550,0
20000,2,3,1,21,-1,0,-1,2,0,1,2941,6892,13975,8516,4311,18392,1539,2848,4602,4490,283,8626,0
20000,2,2,1,51,3,-1,-1,0,1,2,13048,10246,4876,0,8756,7943,3276,1410,2414,0,3226,1178,0
30000,2,3,1,21,-1,5,1,1,-1,-1,0,5525,15255,1644,17053,5300,0,2720,6388,1016,0,1228,1
100000,1,1,2,50,0,-1,3,0,0,-1,31863,35785,37451,28075,56646,25776,6182,14059,20892,6547,18589,8770,0
80000,1,1,1,54,-1,1,1,0,-1,5,29831,14588,0,42825,59385,23399,11499,4914,0,7290,19965,13156,0
80000,2,2,3,29,1,2,2,1,0,3,36395,47273,28381,34178,6492,47857,14409,17758,19890,13221,1643,21655,1
80000,2,2,3,33,1,0,0,-1,-1,-1,63279,0,47619,18677,20640,40435,52454,0,5096,4611,4139,11646,0
80000,2,1,2,65,3,2,2,0,-1,-1,37732,27028,48551,50664,12508,55558,8393,20523,32135,7173,3528,22578,1
30000,1,1,2,32,0,0,1,1,-1,-1,9048,15251,20087,13394,9325,4119,3461,1903,6157,4220,1920,3634,1
20000,2,3,1,68,-1,-1,2,-1,2,0,8310,5613,10013,9280,3621,11867,4415,2237,3329,4734,1941,5753,0
200000,1,1,1,29,0,1,-1,-1,0,1,94115,70248,149908,55328,59609,88912,29803,21032,49597,13128,39608,34852,0
100000,2,2,1,50,1,0,-1,0,-1,-1,38487,19272,3842,61034,15019,22376,16273,6774,1118,23756,3206,2898,0
100000,1,1,1,71,-1,2,2,-1,0,-1,50087,4935,34901,41023,54057,48225,22793,4172,21318,14119,16729,22942,1
50000,1,2,3,44,-1,0,-1,0,2,0,13252,21428,8043,0,7415,36746,8668,6341,1348,0,464,17757,0
150000,1,3,1,36,5,3,-1,2,0,-1,48556,25885,7178,52662,76821,67197,36636,11375,4269,40334,13905,40627,1
80000,2,1,1,24,-1,8,0,-1,8,4,55343,7096,27382,41904,57399,44190,13299,4264,8131,17177,16514,15742,0
10000,2,2,1,50,6,1,0,-1,0,0,4348,7338,3437,3368,419,2343,2887,1590,446,1167,19,531,1
200000,1,3,1,40,2,2,5,1,0,1,99888,27630,87607,81189,58824,70197,0,19857,20779,24870,15610,18777,1
30000,1,2,2,67,0,-1,0,2,2,-1,18135,7574,15825,18461,807,12009,9857,1873,3015,10098,192,4305,0
20000,2,2,1,46,-1,-1,0,0,0,4,7717,9341,3588,13301,6335,5922,3484,7489,1086,8910,2368,2746,0
20000,2,2,2,53,0,-1,-1,1,-1,-1,1504,9296,9988,6669,8265,9170,454,2697,2668,2478,3750,2921,0
150000,2,2,2,35,3,0,4,2,3,-1,48880,75512,72778,23861,60397,87938,18096,9778,43061,4902,0,45481,1
100000,1,3,2,60,1,-1,7,1,0,3,9977,42240,51071,47222,26233,41456,4346,23716,15857,32535,14410,14962,0
100000,2,1,1,35,0,0,-1,6,-1,3,63926,73051,67453,26457,33503,31233,27449,23090,20728,8463,18311,10347,0
300000,1,1,1,58,0,0,1,2,0,-1,73336,42104,117534,100973,73102,99683,28587,18685,44428,36239,33202,52082,0
50000,1,3,2,56,1,0,5,0,3,-1,16773,25184,11358,30750,31837,26453,9662,10770,5504,9263,21060,15718,0
80000,1,1,1,37,-1,3,0,-1,-1,0,41753,86574,56956,652,18675,29327,23905,25911,3042,66,9354,0,0
100000,2,3,2,71,2,0,-1,1,-1,0,8051,86110,55113,9329,28276,43322,2822,4769,33549,1553,17820,20284,0
500000,2,3,2,43,1,-1,-1,1,-1,0,189354,236649,186818,275905,202002,268874,76304,49783,78156,97406,93682,81291,1
30000,1,1,2,54,1,-1,3,0,0,1,14080,450,23461,12041,16206,11791,8024,105,5327,4162,4295,8031,1
300000,2,2,2,45,2,-1,-1,2,-1,-1,165019,184180,102185,188783,200330,190867,65590,17755,43911,47084,0,78523,1
20000,1,1,1,55,2,1,2,-1,8,7,3534,9794,6540,7767,7813,14794,983,1511,3209,0,4698,3137,1
150000,1,2,1,58,0,3,0,-1,0,-1,16467,25252,105454,53563,58898,146200,4662,3391,48288,15857,31568,55941,1
100000,2,2,1,25,3,-1,2,0,0,0,45474,72525,67446,78787,57998,42149,4133,50409,42697,32651,8459,12962,0
200000,2,2,1,31,0,5,0,3,2,1,57526,82609,74318,19108,112660,83599,37226,38279,17620,6509,48956,58458,0
10000,2,1,1,34,0,-1,2,0,4,-1,3639,4137,4657,4922,4032,6019,1459,144,2975,43,2599,3327,0
10000,2,2,2,23,-1,0,-1,-1,2,0,2042,4735,2695,3605,4886,6234,345,1823,358,2623,497,3933,0
10000,2,2,2,72,-1,0,0,9,1,1,2698,3150,1399,3416,4108,5690,1773,1773,1083,0,1468,2333,0
100000,1,2,2,44,2,-1,0,1,1,1,68918,22480,36813,0,31415,36321,17648,11046,6119,0,16713,17303,0
100000,1,3,1,53,-1,4,1,-1,0,1,37056,68138,72063,57398,49297,47737,11734,21233,35395,22211,23935,10190,0
200000,1,3,1,47,2,0,0,-1,-1,2,138093,1986,21978,0,79235,58755,41167,70,2035,0,41860,24008,0
50000,2,2,1,45,3,1,-1,0,7,0,15082,30650,4427,36895,29390,20297,3375,11784,2017,13137,16260,16347,0
10000,2,1,1,40,1,-1,-1,0,-1,0,1777,4622,2717,1082,5656,2963,171,772,1407,201,0,644,0
30000,1,1,1,56,-1,3,1,-1,3,-1,8641,16653,11830,10124,16230,13944,1976,774,2838,1173,1225,8356,0
10000,2,1,2,31,-1,3,4,4,-1,7,2172,2463,5265,2900,5061,3272,1133,1050,2662,872,1773,1538,1
150000,2,2,2,70,-1,-1,0,-1,3,1,67756,65052,83218,110439,26376,115306,28458,42779,50814,10961,9053,42874,0
200000,2,2,1,73,4,0,0,3,-1,1,46937,76866,81379,124508,133476,68974,7599,41655,34364,51052,24667,13830,0
500000,2,1,1,60,0,-1,-1,0,-1,1,283085,284233,129442,30194,295213,121671,93565,152323,53441,10061,84312,43089,0
50000,1,1,2,33,0,4,-1,6,7,-1,25148,39006,22625,0,35499,20500,7334,8600,14488,0,14984,7005,0
10000,2,1,2,37,8,0,0,9,1,1,4663,5449,0,3564,2936,3336,2390,2305,0,1693,956,1523,0
30000,1,2,1,71,-1,-1,-1,-1,-1,-1,12073,8264,8798,12410,7704,12409,5082,5004,6628,4755,1355,6070,1
80000,2,3,2,68,2,0,0,-1,-1,-1,28649,49002,22979,20574,34399,33453,12835,11452,13316,8174,16119,6716,0
500000,2,2,2,59,3,0,0,0,-1,4,158363,249220,263169,285651,306683,183480,87293,65030,135840,66153,199680,47457,1
20000,2,2,2,26,2,0,0,2,0,1,9747,2759,10291,7799,8815,8580,2412,2546,0,2340,3606,2498,0
20000,1,2,1,30,3,0,2,2,-1,3,13244,4201,11652,0,0,6403,0,2197,2119,0,0,2997,1
100000,2,2,1,66,0,0,1,0,-1,1,74941,38521,35896,45327,51649,52556,54513,18853,10644,20564,7589,18178,0
100000,2,2,3,45,5,1,4,0,-1,-1,30484,18285,29041,33027,54000,42462,7325,8735,7879,16390,28223,25222,0
30000,2,1,2,25,3,-1,-1,0,0,3,7665,12929,11629,9588,15370,16927,7665,5796,4873,4785,1558,965,0
200000,2,2,1,27,1,-1,1,-1,-1,2,51933,76831,65669,29669,47541,40432,15565,23025,23510,12451,12479,31862,0
20000,1,2,3,67,4,-1,5,0,1,2,8734,5093,11472,12242,9458,4179,931,731,10116,6229,98,2238,1
300000,1,3,1,39,2,7,0,4,0,2,58907,187121,159199,63617,141251,82720,21326,49551,111403,16709,93598,20428,0
30000,2,1,1,24,2,3,0,-1,5,9,9455,9475,17518,13679,4947,5730,2774,5157,7661,3139,1768,2248,0
20000,2,3,3,30,-1,2,-1,-1,1,0,7770,6441,9187,11015,10735,7922,1596,1629,1455,55,6289,2848,0
50000,1,2,2,64,0,-1,0,2,1,0,15022,38025,24239,20971,32926,34522,3006,9826,13234,11636,13115,9088,0
20000,1,1,2,68,0,0,0,0,0,3,8583,13318,11601,5321,9647,8978,3206,3161,2770,0,4454,2951,0
80000,2,1,2,38,-1,0,-1,-1,3,0,44138,51557,33984,22194,44246,33853,13227,22748,13842,9522,30954,9238,0
100000,2,1,1,67,1,0,6,-1,0,1,35335,74498,42983,38056,36099,23711,13839,28074,19873,8756,8811,3960,0
80000,1,3,2,45,1,7,1,2,-1,2,29129,31130,34098,19325,38489,56126,4268,1063,2566,4353,18413,15314,0
100000,2,1,2,50,0,1,1,0,0,0,52414,73956,46519,38124,30082,31208,13656,15321,9972,15173,27429,19214,0
50000,2,3,1,48,0,0,1,-1,0,-1,15671,34632,26648,13991,32099,7799,3895,18724,10913,3268,24654,1133,1
10000,2,3,2,74,2,-1,0,-1,-1,2,4431,6094,1093,6261,1753,2688,617,2973,545,1963,743,1026,1
500000,2,1,1,45,1,0,-1,6,1,-1,0,100173,104949,345607,122321,137496,0,51094,58553,23627,42991,82178,0
200000,1,1,1,50,-1,-1,3,2,3,-1,91233,118821,64490,142878,137003,31039,10479,41191,23577,94726,15950,10984,0
10000,2,2,1,23,9,2,-1,-1,-1,1,842,6747,3005,5308,6971,6458,472,4120,1670,4507,2989,800,1
50000,2,3,3,29,3,-1,1,0,-1,-1,31580,28126,31111,19729,4644,17467,17463,9820,3737,126,1225,3542,0
100000,2,3,2,71,2,-1,0,0,2,-1,51428,0,19940,42929,54185,28487,27957,0,4236,10597,45082,12696,0
20000,2,2,2,61,7,0,0,-1,-1,2,8786,6548,5515,9205,8107,4615,1923,0,2609,6183,4220,1863,1
80000,2,2,3,32,2,1,2,0,2,2,57373,56226,52337,39888,40847,34833,35658,38117,27560,16807,21230,25428,0
80000,1,2,1,28,2,-1,5,2,0,0,32948,46464,30956,14062,42037,6318,11240,24048,3447,8644,9332,2014,1
30000,1,3,1,26,3,0,0,4,2,1,9157,13321,9474,17555,17363,35866,5529,4206,2633,2530,13505,12628,0
20000,1,4,1,27,-1,-1,2,-1,2,0,6569,17358,8646,9656,9917,8835,3876,9405,1970,3590,0,316,0
150000,2,1,1,27,0,2,0,-1,-1,0,98076,40696,63431,46244,14256,6467,19163,17271,7233,17624,4263,1275,0
50000,1,3,1,58,0,0,-1,-1,3,9,10819,36498,12910,38828,45323,15980,2608,0,1331,22906,7577,8958,0
30000,1,3,3,29,0,0,2,0,-1,2,18251,18527,18767,18296,15114,141,5897,13494,8303,4671,2563,14,1
150000,2,2,2,21,3,2,2,3,-1,0,68759,81690,17073,4619,108022,12765,15992,37091,6304,2350,32839,1321,1
150000,2,2,1,40,0,0,0,-1,2,1,101526,65034,49444,95959,33712,78709,0,0,6260,63743,11725,17230,0
30000,1,3,2,36,-1,0,9,0,8,2,21520,5387,14184,6331,13784,5574,3747,2607,3353,1948,0,3466,0
200000,2,3,3,70,-1,-1,-1,-1,0,8,58891,118385,49794,74683,52144,145181,11139,39768,7439,30532,7630,33777,0
100000,2,2,2,46,0,0,0,0,0,5,22783,59878,67904,22893,48174,29934,9551,11399,9131,12366,5736,10938,1
50000,1,2,2,65,-1,2,4,-1,0,2,26612,17581,19257,20115,23719,6751,7660,4107,8399,4256,526,1642,0
50000,2,1,1,32,-1,0,6,1,2,0,18235,9521,30927,15003,31361,16501,11664,3514,10416,5730,7626,7257,1
150000,2,1,1,40,0,-1,1,2,0,1,65305,68436,36350,88258,80967,96197,51246,28039,20311,23781,0,41844,0
30000,2,4,1,68,0,3,-1,2,0,2,9945,11740,12905,5750,7483,15238,2376,2043,4302,457,4204,3801,1
50000,1,1,2,74,0,3,-1,-1,2,2,4254,16462,7077,16435,12688,27731,2681,7752,2701,2186,4653,0,0
100000,1,2,1,50,-1,0,0,0,0,3,47331,29589,38275,58327,47381,3748,5653,1360,17740,11928,17536,0,0
80000,1,2,1,43,-1,0,0,3,0,0,10806,50818,26787,28384,63826,33965,0,29190,14053,16050,29217,15462,0
100000,1,1,1,57,0,-1,0,6,-1,2,33909,27900,63359,48296,56233,35666,14172,13119,8981,30331,12336,0,0
80000,2,1,1,50,2,2,0,-1,-1,-1,48967,45606,33276,59180,45456,17497,10430,0,9082,15098,17490,9084,1
20000,2,1,2,35,0,-1,-1,0,1,1,12410,10903,12678,521,8330,12163,5117,1869,2220,268,4606,4533,1
50000,1,4,2,45,0,2,0,2,8,4,30306,22749,21210,18744,40482,14503,802,6992,4909,4444,5395,4150,1
80000,2,1,1,67,0,-1,1,-1,2,1,32511,37748,2537,63999,22968,29454,14085,6249,414,26599,8413,10212,0
150000,2,2,2,56,3,2,5,0,5,1,115400,67648,59351,75606,89733,81815,79595,0,18933,19200,21493,42226,1
100000,2,2,1,48,2,-1,-1,6,1,0,63613,19426,36602,66810,38224,14581,0,3245,21568,27481,18289,2643,0
50000,2,2,1,37,2,4,-1,-1,2,-1,5075,32257,11639,11854,31155,26132,867,5335,7165,4325,7429,12355,1
500000,2,1,2,69,6,0,2,0,4,6,225806,131337,160006,67215,220199,184995,129559,58044,131984,9575,39854,70465,0
20000,1,1,3,34,-1,1,0,1,-1,0,6250,6819,14029,0,15513,5854,4891,3013,8808,0,2019,3706,0
30000,2,2,2,69,0,2,-1,0,-1,6,14615,6840,5741,16628,20962,12381,4340,2938,683,4606,8416,4775,1
50000,2,2,1,55,-1,-1,0,-1,-1,2,19866,32121,19323,33241,22127,31553,4544,0,10353,12555,4167,24799,0
30000,1,1,2,38,8,2,0,4,6,6,7644,14584,13441,8678,2711,9892,206,8927,590,3265,708,3862,1
100000,1,2,1,29,-1,-1,0,-1,2,0,30447,45248,0,51460,20053,26316,3124,11684,0,30903,6477,253,0
10000,1,2,2,73,-1,-1,5,-1,1,-1,5964,3748,5954,5418,7834,1771,3263,1774,480,2998,2557,451,0
20000,1,1,3,61,-1,2,2,-1,6,2,12878,9899,7468,8177,9804,10903,6139,3997,2565,1296,5387,1851,1
30000,2,3,3,46,1,0,1,0,1,2,21189,8737,13159,11265,10232,19559,15764,3428,5287,5192,3710,1367,0
100000,2,2,2,57,-1,3,0,1,0,1,0,92092,32490,10581,67425,27380,0,36244,6149,6183,11122,3529,0
200000,1,2,1,51,-1,-1,-1,1,1,-1,46600,95742,88165,69698,88071,66121,11445,17246,54572,1985,36064,12659,0
150000,2,1,2,48,-1,1,7,-1,0,0,88295,30119,51622,72957,94431,8289,58264,8089,7467,3267,39840,4151,0
20000,1,2,1,36,2,1,1,5,-1,2,6629,10455,7166,15659,10581,12496,2723,1803,2793,4947,2790,2935,1
80000,1,1,3,64,1,2,0,0,-1,-1,31647,71304,17639,32799,28548,28332,17782,34430,10862,10080,13031,11470,0
10000,1,1,2,68,0,1,0,2,0,0,2665,2475,4218,2765,3879,5356,1346,712,2114,0,1592,1030,0
30000,1,1,2,66,-1,0,2,0,2,0,11513,13974,10503,12535,12034,10927,4799,5692,3546,4387,5199,5520,1
150000,1,2,1,43,3,0,-1,0,2,-1,122162,78336,83238,64013,82298,114762,44873,32820,32688,0,26703,6799,1
50000,2,2,1,23,0,3,0,6,1,-1,0,5751,26193,10705,17271,23039,0,455,8843,4333,14683,18492,0
20000,1,1,1,57,-1,3,-1,-1,-1,-1,9340,5393,6912,15012,6374,8757,2896,1574,4097,6684,1034,2231,0
50000,2,2,2,64,0,3,5,4,-1,2,34275,28679,30976,27985,8533,15766,16207,11195,8385,4905,3956,4552,0
20000,1,1,2,44,0,0,9,-1,2,0,7863,11807,10017,8910,15907,6051,2479,3884,3243,3087,10087,1936,0
50000,2,3,2,25,0,2,0,0,0,8,34626,31441,15200,22405,10249,18428,5394,15000,0,7139,5113,9976,1
80000,2,2,1,64,1,-1,0,3,-1,0,45873,69448,10649,25735,19376,41424,19023,31408,4588,16863,3044,7556,0
50000,1,2,1,22,0,5,-1,1,2,0,27660,27515,16409,38310,42723,25129,16782,9163,0,0,12229,16552,0
300000,2,1,1,51,-1,0,3,1,-1,3,146329,120601,161112,0,8697,12304,112401,28234,41629,0,2428,6792,0
80000,2,4,1,60,1,1,2,4,0,-1,80797,26583,43071,21879,35217,62179,49747,930,8092,0,14402,10884,0
200000,1,3,2,50,-1,0,0,2,2,1,74745,62908,79743,28679,106177,66923,25063,20787,20776,17915,56698,25394,0
150000,1,2,1,47,0,-1,-1,-1,-1,0,89302,80976,98245,105721,40223,64823,50477,34585,71579,43042,14508,48295,0
100000,2,1,1,59,0,3,-1,9,2,-1,48285,41833,53004,24819,5891,2644,23261,34154,20955,3582,2078,83,0
80000,1,2,1,29,-1,0,1,0,-1,-1,43353,32671,53804,46262,31803,34487,5294,18241,14949,13489,14977,8083,0
10000,1,1,2,61,2,5,3,6,4,-1,1119,590,5406,3249,3939,1904,334,125,3298,1763,1618,973,1
100000,2,2,3,49,0,-1,-1,-1,-1,-1,51909,28698,32584,46242,50000,41584,36209,18839,20088,5905,32613,11108,0
50000,2,4,1,57,0,-1,-1,2,0,0,41286,29250,14800,15715,18792,14469,4524,0,5201,1612,7776,4534,0
20000,1,2,2,35,1,-1,-1,2,2,5,8862,11703,6890,8550,12109,532,0,2488,3045,2528,2170,218,0
50000,2,1,2,74,2,0,2,-1,1,-1,17222,24262,39893,0,0,15394,4111,8487,20973,0,0,31,1
150000,2,2,1,50,-1,0,3,0,0,5,78420,95450,62319,29105,65641,67668,18796,49086,0,6244,6417,27488,0
500000,1,3,1,68,0,-1,3,0,2,0,0,314701,93867,71697,188769,132559,0,210229,38173,36652,66892,4797,0
50000,2,1,1,43,-1,-1,0,3,1,-1,29242,4482,15754,25278,23421,23302,8410,21,8220,15013,10913,11856,0
80000,1,3,1,64,-1,-1,0,1,0,2,8491,41943,28328,21402,38709,27095,2181,3348,17589,11515,11487,897,0
200000,2,1,1,70,0,1,0,1,0,1,37966,105007,100498,23099,124754,72926,2706,36633,23328,13240,79743,22829,0
50000,1,2,1,41,0,-1,0,-1,2,5,20543,5413,20071,21554,30110,3881,5570,1782,12162,4802,9378,523,0
20000,1,2,3,74,-1,2,3,0,1,0,2639,9017,1897,10661,10871,7661,1826,2832,1034,1040,7698,2018,1
30000,2,2,3,67,-1,1,-1,0,-1,0,0,8719,7701,14194,18710,15863,0,2321,2988,8468,9259,6357,0
200000,2,2,2,39,1,0,0,0,-1,1,55096,85227,85449,86028,74858,122388,30530,27442,27238,40079,21209,87364,0
20000,2,2,2,34,2,0,3,7,0,4,8998,5665,9054,7170,4864,12445,5952,3225,5485,2895,1106,8606,1
50000,2,2,2,22,7,1,-1,1,1,2,22998,20090,34567,27046,14132,17029,7862,6246,14447,13744,13535,5914,0
50000,2,1,2,31,-1,0,4,-1,0,5,28455,17573,31823,21934,11657,18185,4455,6846,1605,569,4186,9343,0
200000,2,2,2,52,4,-1,0,-1,3,-1,103359,134274,57780,77121,17947,100299,34490,23123,34924,12334,9428,30079,1
300000,2,4,1,68,2,1,0,4,8,0,59457,86396,141380,162986,114849,276756,28907,20417,69412,86773,71398,38509,1
50000,2,1,2,29,-1,-1,-1,-1,1,-1,3746,33166,15074,16133,19014,6602,656,19742,5755,2502,6148,3286,0
300000,2,1,2,50,-1,3,1,3,0,2,84623,173081,48810,134344,63314,214070,25758,139915,38584,100779,14931,25442,0
20000,2,2,2,54,0,-1,0,-1,-1,0,23832,4743,6772,5060,6484,5747,10765,1665,1237,743,2129,4248,1
20000,2,2,2,54,0,-1,-1,0,0,-1,11205,7076,8764,7820,9721,5935,563,3993,3226,1603,3137,2360,1
300000,2,1,1,54,4,1,3,2,0,-1,63465,63297,191439,113365,133819,95874,24483,0,130144,20414,21762,56622,1
80000,2,2,1,59,4,3,2,-1,0,1,40795,33797,65025,35865,53728,44227,18725,10245,20611,9061,18786,20503,1
20000,2,2,2,22,0,4,2,0,0,0,11537,3083,3497,4885,11577,8080,2209,1493,840,2584,0,3163,1
80000,1,3,1,31,0,0,-1,3,1,0,25979,13098,31221,71004,9622,20455,9484,0,17662,5137,2108,8628,0
150000,1,2,1,35,2,2,2,0,0,0,81300,39759,93929,109927,80781,66492,30575,7971,1175,44052,40561,10166,1
200000,2,4,3,58,-1,0,6,5,1,2,149656,89085,53167,165825,95367,33831,19179,0,23401,18539,26739,13514,0
200000,2,2,2,73,-1,0,1,-1,1,-1,0,52263,78277,118031,54522,31187,0,12455,44897,43369,30685,8810,0
80000,2,2,1,45,2,3,0,2,0,1,42910,40593,12085,39693,28786,37108,14873,3856,3834,2488,0,25002,1
200000,2,2,1,56,0,0,6,-1,-1,5,114344,89429,16801,57303,296,72079,27887,12566,4060,35917,79,16246,0
80000,2,3,1,44,-1,2,1,0,0,3,69939,36462,27549,0,45700,7058,13598,20882,8772,0,7627,4262,1
100000,1,2,3,35,3,0,4,1,0,-1,29529,61865,29279,31592,54872,63005,20176,17852,5001,17244,16615,22930,0
150000,2,2,3,35,0,0,0,-1,-1,1,74484,37963,49204,24424,104871,95415,22429,8935,31567,16798,41596,41159,0
50000,1,1,2,50,1,0,1,0,-1,-1,35929,33736,39883,17214,10039,27598,12171,19606,7853,9123,2468,11747,0
10000,2,2,1,50,7,1,-1,0,-1,-1,3835,7800,1104,1925,3572,5388,1799,6124,289,1035,2633,1387,0
50000,2,2,2,69,5,3,0,1,-1,2,18097,12043,26307,28452,15145,16470,3010,4985,7127,4496,10989,9352,0
100000,2,2,2,68,-1,-1,2,5,2,0,52456,38462,29236,42151,33076,7232,12990,11355,20872,24724,15853,1197,0
20000,1,3,1,23,2,-1,0,0,1,0,2573,3423,7458,9829,12910,14616,913,1214,2920,4207,3217,4914,0
20000,1,3,1,22,2,-1,1,6,6,-1,5046,11453,5252,974,10329,11830,60,1929,831,478,6817,4007,0
30000,1,2,2,45,2,-1,-1,2,-1,4,1083,18993,16473,7056,13545,34674,238,7405,10845,1835,4564,22823,1
10000,2,1,1,27,4,5,0,0,-1,-1,3183,1570,2212,985,8988,4009,1354,752,136,141,5458,1734,1
150000,2,1,1,56,2,2,0,-1,0,3,57265,52352,78289,11298,139181,100226,18911,20135,44118,8165,102966,26260,0
30000,2,2,2,71,0,2,-1,4,0,4,3331,9950,8228,17297,10435,18652,885,4440,1202,9011,2455,12188,0
20000,1,1,2,47,0,3,0,3,1,-1,8266,12220,7408,8559,9254,10174,903,6278,2778,1364,4052,4005,0
